,Brand,Model,Year,Status,Mileage,Dealer,Price
23799,Land Rover,Discovery,2020,Used,33683.0,Luther Westside VW,29675.0
23800,Jeep,Wrangler,2024,New,0.0,Fred Martin Superstore,70046.0
23801,Chevrolet,LS,2005,Used,17276.0,Fred Martin Superstore,31095.0
23802,Ford,F-450,2023,New,0.0,"Maritime Ford-Lincoln, Inc.",69799.0
23803,Ford,Expedition,2023,New,0.0,"Maritime Ford-Lincoln, Inc.",83860.0
23804,Toyota,Sienna,2018,Used,69041.0,Alfa Romeo of Minneapolis,31995.0
23805,Lexus,ES,2016,Used,41722.0,Alfa Romeo of Minneapolis,26495.0
23806,BMW,X5,2019,Used,36220.0,BMW of Minnetonka,47000.0
23807,BMW,X7,2019,Certified,44187.0,BMW of Minnetonka,53000.0
23808,Ford,F-150,2017,Used,67501.0,BMW of Minnetonka,45000.0
23809,BMW,iX M60,2023,Used,2458.0,BMW of Minnetonka,96500.0
23810,Ford,Expedition,2023,New,0.0,Ken Ganley Ford Norton,86800.0
23811,Mazda,CX-5,2020,Used,47888.0,Morrie's Minnetonka Mazda,24900.0
23812,Mazda,CX-5,2023,New,0.0,Morrie's Minnetonka Mazda,32573.0
23813,Ford,F-150,2023,New,0.0,Morrie's Minnetonka Ford,57490.0
23814,RAM,1500,2014,Used,93150.0,Morrie's Minnetonka Ford,18563.0
23815,Ford,Focus,2016,Certified,44503.0,Morrie's Minnetonka Ford,8888.0
23816,Ford,F-150,2012,Used,154667.0,Morrie's Minnetonka Ford,12333.0
23817,Ford,LX,2004,Used,74357.0,Morrie's Minnetonka Ford,6998.0
23818,Subaru,Impreza,2022,New,0.0,Morrie's Minnetonka Subaru,28431.0
23819,Mercedes,GLE,2024,New,0.0,Sears Imported Autos,81580.0
23820,Acura,MDX,2022,Used,19696.0,Morrie's 394 Hyundai,42989.0
23821,Toyota,Tacoma,2023,New,0.0,Rudy Luther Toyota,40266.0
23822,Audi,S5,2022,Used,20145.0,Morrie's Luxury Auto,53998.0
23823,Maserati,Levante,2018,Used,49986.0,Morrie's Luxury Auto,37999.0
23824,GMC,Sierra,2024,New,0.0,Lupient Buick GMC,71395.0
23825,Ford,E350,2012,Used,294065.0,Lupient Buick GMC,6000.0
23826,GMC,Sierra,2023,New,0.0,Lupient Buick GMC,65560.0
23830,Cadillac,LYRIQ,2023,New,0.0,Morrie's Cadillac,64965.0
23831,BMW,M5,2018,Used,16291.0,Jaguar Land Rover Minneapolis,71999.0
23832,Mercedes,GLS 580,2020,Used,31601.0,Jaguar Land Rover Minneapolis,75999.0
23833,Jaguar,F-TYPE,2023,New,0.0,Jaguar Land Rover Minneapolis,121720.0
23834,Nissan,Titan,2023,New,0.0,Fred Martin Nissan LLC,65165.0
23835,Jeep,Wrangler,2012,Used,85330.0,Fred Martin Nissan LLC,18332.0
23836,Nissan,Titan,2023,New,0.0,Fred Martin Nissan LLC,46851.0
23837,Buick,GX,2023,New,0.0,Toth Buick GMC,28725.0
23838,GMC,Sierra,2023,New,0.0,Toth Buick GMC,96506.0
23839,Buick,Envision,2023,New,0.0,Toth Buick GMC,48700.0
23840,Jeep,Grand Wagoneer,2023,New,0.0,Chilson Dodge Chrysler Jeep RAM,104590.0
23841,Jeep,Grand Wagoneer,2023,New,0.0,Chilson Dodge Chrysler Jeep RAM,113135.0
23842,Jeep,Grand Wagoneer,2023,New,0.0,Chilson Dodge Chrysler Jeep RAM,90640.0
23843,Jeep,Grand Wagoneer,2023,New,0.0,Chilson Dodge Chrysler Jeep RAM,97385.0
23844,Chevrolet,1,2017,Used,62370.0,Fox Hills Chrysler Jeep,11895.0
23845,Honda,Pilot,2017,Used,51698.0,Fox Hills Chrysler Jeep,26999.0
23846,Chevrolet,Corvette,2013,Used,30331.0,Markquart Motors,39900.0
23847,Honda,Accord,2018,Certified,42755.0,Serra Mazda Brighton,24627.0
23848,GMC,Acadia,2013,Used,87497.0,Chippewa Valley Mazda,17222.0
23849,Volvo,XC60,2012,Used,105721.0,Chippewa Valley Mazda,12992.0
23850,Chevrolet,Malibu,2012,Used,134994.0,Chippewa Valley Mazda,7222.0
23851,Ford,F-150,2014,Used,59820.0,Brighton Motors,24704.0
23852,Jeep,Wrangler,2013,Used,94643.0,Brighton Motors,19993.0
23853,Ford,F-150,2006,Used,146000.0,Brighton Motors,5945.0
23854,Dodge,Charger,2023,New,0.0,Bergstrom of Kaukauna,44993.0
23855,RAM,1500,2023,New,0.0,Suburban Chrysler Dodge Jeep RAM of Garden City,91500.0
23857,Infiniti,Q5,2019,Used,30610.0,Cornerstone Plymouth,28900.0
23858,Chevrolet,Tahoe,2021,Certified,35922.0,Gordon Chevrolet,51988.0
23859,GMC,Canyon,2023,New,0.0,Joyce Buick GMC,49439.0
23860,GMC,Canyon,2023,New,0.0,Walser Buick GMC Roseville,38799.0
23861,Toyota,Tundra,2020,Used,21524.0,Jeff Belzer Roseville CDJR,41440.0
23862,Chevrolet,Corvette,2020,Used,20748.0,Morrie's Mercedes Benz of St. Paul,76849.0
23863,Chevrolet,Silverado,2024,New,0.0,Gerry Raymond Chevrolet Buick GMC,83720.0
23864,Lexus,RX,2021,Used,31919.0,Maplewood Toyota,48977.0
23865,Toyota,Tacoma,2023,New,0.0,Maplewood Toyota,43985.0
23866,Lexus,RX,2020,Used,21339.0,Maplewood Toyota,44977.0
23867,Lexus,GX,2021,Used,18496.0,Maplewood Toyota,48977.0
23868,Genesis,G70,2019,Used,34583.0,Maplewood Toyota,23977.0
23869,Lexus,RX,2021,Used,36257.0,Maplewood Toyota,46477.0
23870,Toyota,Tundra,2023,Used,2396.0,Maplewood Toyota,73977.0
23871,Lexus,NX,2023,New,0.0,Lexus of Maplewood,46085.0
23873,Bentley,Continental,2023,New,0.0,Cleveland Motorsports,356350.0
23874,Ford,Mustang,2024,New,0.0,Village Ford,46510.0
23875,Kia,Sportage,2023,New,0.0,Halleen Kia,40720.0
23876,Ford,Fiesta,2018,Used,52289.0,White Bear Mitsubishi,12596.0
23877,Subaru,Forester,2009,Used,120409.0,White Bear Subaru,10900.0
23878,Subaru,Forester,2023,New,0.0,White Bear Subaru,34918.0
23879,Toyota,Sienna,2023,New,0.0,Westside Toyota,55108.0
23880,Toyota,Sienna,2023,New,0.0,Westside Toyota,44534.0
23881,Toyota,Sienna,2023,New,0.0,Westside Toyota,44959.0
23883,Ford,F-350,2023,New,0.0,AutoNation Ford White Bear Lake,95645.0
23884,Land Rover,Range Rover,2019,Used,68995.0,Les Stanford Chevrolet Cadillac,47395.0
23885,Chevrolet,LS,2020,Certified,29748.0,Les Stanford Chevrolet Cadillac,40095.0
23886,Chevrolet,Bolt,2023,New,0.0,Les Stanford Chevrolet Cadillac,33295.0
23887,Chevrolet,LS,2020,Certified,46242.0,Les Stanford Chevrolet Cadillac,38295.0
23888,Audi,Q5,2021,Used,31193.0,Les Stanford Chevrolet Cadillac,33595.0
23889,Jeep,Liberty,2005,Used,127455.0,"X Drive Auto Sales, Inc.",6490.0
23890,Mazda,CX-5,2023,New,0.0,Luther Brookdale Mazda,39480.0
23891,Mazda,CX-9,2024,New,0.0,Luther Brookdale Mazda,59826.0
23892,GMC,Yukon,2022,Certified,5104.0,Luther Brookdale Chevrolet,76900.0
23893,Chevrolet,LS,2022,Certified,12318.0,Luther Brookdale Chevrolet,57500.0
23894,Chevrolet,Silverado,2022,Certified,10972.0,Luther Brookdale Chevrolet,62900.0
23895,GMC,Sierra,2023,Certified,16826.0,Luther Brookdale Chevrolet,66400.0
23896,Chevrolet,Colorado,2023,New,0.0,Luther Brookdale Chevrolet,41640.0
23897,Chevrolet,Colorado,2023,New,0.0,Luther Brookdale Chevrolet,41835.0
23898,Chevrolet,Silverado,2022,Certified,10228.0,Luther Brookdale Chevrolet,62900.0
23899,GMC,Yukon,2023,Certified,15045.0,Luther Brookdale Chevrolet,97900.0
23900,Subaru,Forester,2020,Used,64689.0,Luther Brookdale Chevrolet,24900.0
23901,MINI,Cooper,2015,Used,56659.0,Luther Brookdale Chevrolet,16800.0
23902,Chevrolet,Trailblazer,2022,Certified,8201.0,Luther Brookdale Chevrolet,24800.0
23903,Chevrolet,Tahoe,2023,New,0.0,Luther Brookdale Chevrolet,83739.0
23904,GMC,Yukon,2023,Certified,14801.0,Luther Brookdale Chevrolet,80800.0
23905,GMC,Sierra,2022,Certified,13922.0,Luther Brookdale Chevrolet,58900.0
23906,GMC,Acadia,2019,Certified,71120.0,Luther Brookdale Chevrolet,24800.0
23907,Chevrolet,Tahoe,2023,New,0.0,Luther Brookdale Chevrolet,82233.0
23908,Chevrolet,Camaro,2019,Certified,2923.0,Luther Brookdale Chevrolet,42500.0
23909,GMC,Sierra,2022,Certified,7514.0,Luther Brookdale Chevrolet,73900.0
23910,GMC,Sierra,2022,Certified,14101.0,Luther Brookdale Chevrolet,63300.0
23911,Toyota,Sequoia,2024,New,0.0,Luther Brookdale Toyota,84626.0
23912,Toyota,Camry,2024,New,0.0,Luther Brookdale Toyota,40423.0
23913,Toyota,Tacoma,2023,New,0.0,Luther Brookdale Toyota,47621.0
23914,Volkswagen,Atlas,2022,Certified,18399.0,Luther Brookdale Volkswagen,43945.0
23915,Honda,Accord,2016,Used,73633.0,Luther Brookdale Honda,20495.0
23916,GMC,Sierra,2022,Used,6770.0,Luther Brookdale Honda,45795.0
23917,Kia,Sorento,2022,Used,13709.0,Luther Brookdale Honda,28995.0
23918,Chevrolet,Suburban,2023,New,0.0,Sharp Automotive,76135.0
23919,Jeep,Grand Cherokee,2014,Used,128181.0,Wixom Motors LLC,13345.0
23920,Infiniti,QX50,2016,Used,38935.0,Wixom Motors LLC,19335.0
23921,Nissan,Titan,2014,Used,141507.0,Wixom Motors LLC,17337.0
23922,Buick,Enclave,2016,Used,105312.0,Wixom Motors LLC,15329.0
23923,Dodge,Charger,2019,Used,57674.0,Luther Used Car Company,19999.0
23924,Acura,TLX,2020,Used,24654.0,Luther Used Car Company,30999.0
23925,BMW,530 i,2021,Used,61156.0,Luther Used Car Company,31499.0
23926,Toyota,RAV4,2015,Used,73254.0,Luther Used Car Company,20999.0
23927,Ford,Maverick,2023,New,0.0,Park Ford,32965.0
23928,Porsche,Panamera,2019,Used,25614.0,North Coast Mitsubishi of Akron,74990.0
23929,Acura,MDX,2019,Used,55730.0,North Coast Mitsubishi of Akron,26793.0
23930,Mitsubishi,Outlander,2023,New,0.0,North Coast Mitsubishi of Akron,35000.0
23931,Mitsubishi,Outlander,2023,New,0.0,North Coast Mitsubishi of Akron,34666.0
23932,Toyota,Camry,2018,Used,46690.0,North Coast Mitsubishi of Akron,19893.0
23933,Tesla,Model 3,2019,Used,48060.0,North Coast Mitsubishi of Akron,30823.0
23934,BMW,330 i,2020,Used,25009.0,North Coast Mitsubishi of Akron,29593.0
23935,Dodge,Challenger,2022,Used,17579.0,North Coast Mitsubishi of Akron,27993.0
23936,Dodge,Charger,2016,Used,110981.0,North Coast Mitsubishi of Akron,16169.0
23937,Honda,CR-V,2011,Used,204093.0,North Coast Mitsubishi of Akron,6949.0
23938,Volkswagen,Atlas,2021,Used,32140.0,North Coast Mitsubishi of Akron,28693.0
23939,Audi,Q3,2021,Used,53338.0,North Coast Mitsubishi of Akron,28753.0
23940,BMW,M5,2020,Used,18616.0,North Coast Mitsubishi of Akron,46493.0
23941,BMW,X5,2019,Used,45534.0,North Coast Mitsubishi of Akron,37583.0
23942,Nissan,Sentra,2019,Used,59066.0,North Coast Mitsubishi of Akron,13693.0
23943,BMW,530 i,2019,Used,48997.0,North Coast Mitsubishi of Akron,24599.0
23944,Nissan,Rogue,2020,Used,14034.0,North Coast Mitsubishi of Akron,19233.0
23945,Mercedes,GLA,2020,Used,30197.0,North Coast Mitsubishi of Akron,25993.0
23946,Subaru,Ascent,2020,Used,66067.0,North Coast Mitsubishi of Akron,25493.0
23947,Volkswagen,1,2022,New,0.0,Grand Junction Volkswagen,33095.0
23948,Subaru,Legacy,2023,New,0.0,Morrie's Brooklyn Park Subaru,35453.0
23949,Subaru,Legacy,2023,New,0.0,Morrie's Brooklyn Park Subaru,29325.0
23950,Audi,A6,2018,Used,47179.0,Brookdale Chrysler Jeep Dodge RAM,27000.0
23951,Ford,Expedition,2020,Certified,32216.0,Pat Milliken Ford,44788.0
23952,Land Rover,Range Rover,2023,Used,15390.0,Jaguar Land Rover Novi,48790.0
23953,Bentley,Bentayga,2018,Used,16610.0,BMW of Middleburg Heights,119995.0
23954,Nissan,Frontier,2023,New,0.0,Lupient KIA Nissan,42390.0
23955,Toyota,Highlander,2024,New,0.0,"MILLS AUTO CENTER, INC.",55498.0
23956,Toyota,Tacoma,2023,New,0.0,"MILLS AUTO CENTER, INC.",47106.0
23957,GMC,Sierra,2023,New,0.0,Lambert Buick GMC,85720.0
23958,Ford,F-150,2015,Used,121531.0,Suburban INFINITI of Novi,20700.0
23959,Ford,Maverick,2023,New,0.0,AutoNation Ford Westlake,35005.0
23960,Ford,Explorer,2022,New,0.0,AutoNation Ford Westlake,49322.0
23961,Dodge,Challenger,2023,New,0.0,Suburban Chrysler Dodge Jeep RAM of Farmington Hills,49014.0
23962,Honda,Passport,2023,New,0.0,Suburban Honda,49398.0
23963,BMW,X3,2020,Certified,35459.0,BMW of Farmington Hills,54000.0
23964,BMW,M440 i,2024,New,0.0,BMW of Farmington Hills,67795.0
23965,Mazda,CX-9,2024,New,0.0,Suburban Mazda of Farmington Hills,54275.0
23966,Toyota,4Runner,2021,Used,31475.0,Suburban Toyota of Farmington Hills,49699.0
23967,Toyota,Tundra,2023,New,0.0,Suburban Toyota of Farmington Hills,75584.0
23968,Nissan,Rogue,2023,New,0.0,Suburban Nissan of Farmington Hills,35920.0
23969,Chevrolet,Trax,2024,New,0.0,Friendly Chevrolet of Fridley,24240.0
23970,Chevrolet,LS,2024,New,0.0,Friendly Chevrolet of Fridley,22490.0
23971,Ford,Mustang,2014,Used,102449.0,Friendly Chevrolet of Fridley,12750.0
23972,Chevrolet,Trax,2024,New,0.0,Friendly Chevrolet of Fridley,24640.0
23973,GMC,Sierra,2017,Used,90949.0,Friendly Chevrolet of Fridley,28750.0
23974,Ford,Maverick,2023,New,0.0,Spitzer Ford Cuyahoga Falls,32860.0
23975,Ford,Maverick,2023,New,0.0,Spitzer Ford Cuyahoga Falls,35195.0
23976,Chevrolet,Camaro,2023,New,0.0,Serpentini Chevrolet Westlake,37495.0
23977,Mazda,MX-5 Miata,2007,Used,33283.0,Serpentini Chevrolet Westlake,14107.0
23978,Acura,TLX,2023,Certified,3422.0,Crown Acura,60582.0
23979,Acura,Integra,2023,Certified,11660.0,Crown Acura,33684.0
23980,Mitsubishi,Outlander,2022,Used,18375.0,Crown Acura,31482.0
23981,Acura,TLX,2023,New,0.0,Crown Acura,57745.0
23982,Ford,Mustang,2022,Used,11723.0,Next Mile Farmington Hills,27995.0
23983,Lexus,RC,2023,New,0.0,Metro Lexus,62375.0
23984,Lexus,RX,2023,New,0.0,Metro Lexus,59275.0
23985,Kia,Telluride,2024,New,0.0,Ken Ganley Kia Alliance,53070.0
23986,GMC,Yukon,2023,New,0.0,Davis Motors,81350.0
23987,GMC,Sierra,2016,Used,49853.0,Ken Ganley Ford West,48094.0
23988,Audi,Q5,2020,Used,65380.0,Ken Ganley Ford West,26612.0
23989,Honda,Pilot,2013,Used,121436.0,CARFACE AUTO GROUP,13650.0
23990,Infiniti,QX60,2016,Used,91625.0,Steven Nissan,15749.0
23991,Honda,Accord,2013,Used,61181.0,Steven Nissan,14569.0
23992,Infiniti,QX80,2022,Used,8001.0,Montrose Westside Auto Campus,58993.0
23993,Volvo,XC90,2024,New,0.0,Montrose Westside Auto Campus,80995.0
23994,Subaru,Crosstrek,2022,Used,10710.0,LaFontaine Subaru,30495.0
23995,Lexus,RX,2022,Used,13044.0,Luther North Country Ford Lincoln,48997.0
23996,Ford,Explorer,2022,Used,43882.0,Luther North Country Ford Lincoln,34997.0
23997,Ford,F-250,2023,New,0.0,Luther North Country Ford Lincoln,66900.0
23998,Dodge,Challenger,2023,New,0.0,Coon Rapids Chrysler Dodge Jeep RAM,102438.0
23999,Jeep,Gladiator,2023,New,0.0,Coon Rapids Chrysler Dodge Jeep RAM,39881.0
24000,Audi,A6,2020,Used,28362.0,North Coast Auto Mall of Cleveland,36840.0
24001,Subaru,Crosstrek,2021,Used,25751.0,North Coast Auto Mall of Cleveland,21399.0
24002,Mercedes,GLA,2020,Used,41579.0,North Coast Auto Mall of Cleveland,24369.0
24003,Toyota,Camry,2022,Used,61647.0,North Coast Auto Mall of Cleveland,20699.0
24004,Mazda,CX-30,2021,Used,52164.0,North Coast Auto Mall of Cleveland,19599.0
24005,Toyota,C-HR,2021,Used,54108.0,North Coast Auto Mall of Cleveland,19849.0
24006,Ford,F-350,2015,Used,40206.0,Morrie's Buffalo Ford,30455.0
24007,Toyota,Prius,2010,Used,237738.0,Morrie's Buffalo Ford,5155.0
24008,Subaru,3,2011,Used,94905.0,SS Motors of Blaine,10896.0
24009,Ford,Escape,2012,Used,90204.0,SS Motors of Blaine,10439.0
24010,Honda,Element,2011,Used,78581.0,SS Motors of Blaine,19683.0
24011,Ford,Flex,2015,Used,127150.0,SS Motors of Blaine,13080.0
24012,Pontiac,GT,2007,Used,94828.0,SS Motors of Blaine,6790.0
24013,Ford,Explorer,2020,Used,78255.0,SS Motors of Blaine,25670.0
24014,Jeep,Wrangler,2009,Used,92085.0,SS Motors of Blaine,15881.0
24015,Jeep,Wrangler,2011,Used,142181.0,SS Motors of Blaine,13040.0
24016,Audi,Q8,2021,Used,48717.0,SS Motors of Blaine,91101.0
24017,Ford,F-150,2018,Used,98347.0,SS Motors of Blaine,23860.0
24018,Ford,F-250,2023,New,0.0,"Clintonville Motors, Inc.",73670.0
24019,Lexus,RX,2021,Used,25082.0,Meade Lexus of Southfield,43216.0
24020,Land Rover,Range Rover,2023,Used,8889.0,Meade Lexus of Southfield,59513.0
24021,Lexus,IS,2023,Used,7145.0,Meade Lexus of Southfield,50692.0
24022,Lexus,IS,2023,Used,6042.0,Meade Lexus of Southfield,50970.0
24023,Lexus,RX,2021,Used,24235.0,Meade Lexus of Southfield,46998.0
24024,Toyota,bZ4X,2023,Used,2610.0,Meade Lexus of Southfield,39708.0
24025,Infiniti,QX80,2017,Used,65529.0,Rapids Honda,33561.0
24026,Lexus,RC,2016,Used,93175.0,Rapids Honda,26476.0
24027,Honda,CR-V,2016,Used,108125.0,Serra Chevrolet,15913.0
24028,BMW,X6,2022,Used,21496.0,Serra Chevrolet,64220.0
24029,Chevrolet,Traverse,2022,Used,30169.0,Serra Chevrolet,38964.0
24030,Chevrolet,Corvette,1990,Used,41256.0,Avis Ford,11900.0
24031,Dodge,Challenger,2023,New,0.0,Northland Chrysler Dodge Jeep RAM,90445.0
24032,GMC,Sierra,2024,New,0.0,Matick Buick GMC,65821.0
24033,GMC,Yukon,2023,New,0.0,Matick Buick GMC,85819.0
24034,GMC,Sierra,2024,New,0.0,Matick Buick GMC,56560.0
24035,Chevrolet,Bolt,2023,New,0.0,Mauer Main Chevrolet,29290.0
24036,Chevrolet,Tahoe,2023,New,0.0,Mauer Main Chevrolet,71405.0
24037,Chevrolet,LS,2023,New,0.0,Mauer Main Chevrolet,60490.0
24038,Chevrolet,Silverado,2024,New,0.0,Mauer Main Chevrolet,78940.0
24039,Chevrolet,Blazer,2023,New,0.0,Mauer Main Chevrolet,48880.0
24040,Chevrolet,Suburban,2023,New,0.0,Mauer Main Chevrolet,74405.0
24041,Chevrolet,Malibu,2023,New,0.0,Mauer Main Chevrolet,34190.0
24042,Jeep,Grand Cherokee,2017,Used,118864.0,Szott M-59 Chrysler Jeep,16860.0
24043,BMW,xD,2011,Used,72121.0,Szott M-59 Chrysler Jeep,12326.0
24044,Chevrolet,Silverado,2015,Used,180307.0,Diversified Auto Sales,15723.0
24045,Chevrolet,Trax,2015,Used,56723.0,Diversified Auto Sales,13484.0
24046,GMC,1,2023,New,0.0,McCarthy Auto World,145090.0
24047,Toyota,RAV4,2014,Used,95493.0,Van's Honda,17495.0
24048,Chevrolet,Trax,2024,New,0.0,Bergstrom Chevrolet of Green Bay,24035.0
24049,Chevrolet,Silverado,2024,New,0.0,Bergstrom Chevrolet of Green Bay,63230.0
24050,Chevrolet,Silverado,2024,New,0.0,Bergstrom Chevrolet of Green Bay,70235.0
24051,Mercedes,GLS 580,2024,New,0.0,Mercedes-Benz of Washington,118730.0
24052,Kia,Stinger,2019,Used,35519.0,Washington Ford,36979.0
24053,Toyota,Highlander,2023,New,0.0,Le Mieux & Son Toyota,39213.0
24054,Toyota,Highlander,2023,New,0.0,Le Mieux & Son Toyota,38788.0
24055,Subaru,Impreza,2024,New,0.0,Hodges Subaru,27384.0
24056,Honda,CR-V,2014,Used,128634.0,Pure Honda Ferndale,12250.0
24057,Subaru,Impreza,2014,Used,142249.0,LaFontaine Chrysler Jeep Dodge RAM Fenton,14800.0
24058,GMC,Sierra,2024,New,0.0,Les Stanford Buick GMC,70130.0
24059,Lexus,ES,2019,Used,20450.0,Mercedes-Benz of Charlottesville,30979.0
24060,Kia,Telluride,2020,Used,70407.0,HoneyCar - Charlottesville,32589.0
24061,Chevrolet,Colorado,2016,Used,103221.0,HoneyCar - Charlottesville,23699.0
24062,Jeep,Gladiator,2023,New,0.0,Slingerland Chrysler Dodge Jeep RAM,50036.0
24063,Jeep,Compass,2022,New,0.0,Slingerland Chrysler Dodge Jeep RAM,34065.0
24064,Kia,Telluride,2020,Certified,79790.0,Dorsch Ford,29650.0
24065,Kia,Sportage,2022,Certified,47020.0,Dorsch Ford,22450.0
24066,Kia,Telluride,2022,Used,2263.0,Dorsch Ford,49950.0
24067,Kia,Telluride,2020,Certified,30724.0,Dorsch Ford,37950.0
24068,Kia,Sportage,2023,Certified,15000.0,Dorsch Ford,25650.0
24069,Chevrolet,Tahoe,2021,Used,42001.0,Dorsch Ford,52750.0
24070,Kia,Telluride,2020,Used,81755.0,Dorsch Ford,30650.0
24071,Kia,Telluride,2021,Certified,74443.0,Dorsch Ford,34450.0
24072,Jeep,Grand Cherokee,2021,Used,31872.0,Dorsch Ford,29650.0
24073,BMW,430 i,2021,Used,12824.0,Volkswagen of Streetsboro,40499.0
24074,Ford,F-150,2022,Used,21918.0,Volkswagen of Streetsboro,51899.0
24075,Porsche,Cayenne,2019,Used,40558.0,Volkswagen of Streetsboro,42199.0
24076,Mercedes,SL 55,2022,Used,989.0,Volkswagen of Streetsboro,119399.0
24077,Dodge,Charger,2022,Used,12895.0,Volkswagen of Streetsboro,75299.0
24078,Porsche,Cayenne,2014,Used,104223.0,Volkswagen of Streetsboro,16449.0
24079,BMW,M5,2020,Used,43060.0,Volkswagen of Streetsboro,43349.0
24080,Honda,Pilot,2019,Used,41400.0,Volkswagen of Streetsboro,25299.0
24081,Tesla,Model X,2020,Used,41982.0,Volkswagen of Streetsboro,54799.0
24082,Jeep,Grand Cherokee,2017,Used,73279.0,Kia of Streetsboro,18599.0
24083,Honda,Pilot,2013,Used,164598.0,Kia of Streetsboro,9199.0
24084,Honda,CR-V,2013,Used,184408.0,Nissan of Streetsboro,8999.0
24085,Ford,F-250,2019,Used,48595.0,Great Lakes Hyundai,44511.0
24086,Nissan,Armada,2019,Used,83379.0,Great Lakes Hyundai,27133.0
24087,Dodge,Avenger,2013,Used,71176.0,Great Lakes Hyundai,8911.0
24088,Hyundai,Sonata,2015,Used,30459.0,Ken Ganley Alfa Romeo Fiat Bedford,14957.0
24089,Jeep,Grand Cherokee,2023,New,0.0,Ken Ganley Chrysler Dodge Jeep Ram Bedford,37616.0
24090,Acura,TLX,2020,Used,14103.0,North Coast Mitsubishi Bedford,24123.0
24091,Tesla,Model S,2020,Used,45157.0,North Coast Mitsubishi Bedford,48993.0
24092,BMW,430 i,2020,Used,28562.0,North Coast Mitsubishi Bedford,35723.0
24093,Toyota,RAV4,2021,Used,52125.0,North Coast Mitsubishi Bedford,23143.0
24094,Lincoln,Continental,2020,Used,38494.0,North Coast Mitsubishi Bedford,32993.0
24095,BMW,X7,2021,Used,47380.0,North Coast Mitsubishi Bedford,47993.0
24096,Cadillac,CTS,2017,Used,53593.0,North Coast Mitsubishi Bedford,19499.0
24097,Ford,Ranger,2021,Used,19011.0,North Coast Mitsubishi Bedford,31193.0
24098,BMW,330 i,2020,Used,52491.0,North Coast Mitsubishi Bedford,25393.0
24099,Lincoln,Continental,2020,Used,32095.0,North Coast Mitsubishi Bedford,35493.0
24100,Volkswagen,Tiguan,2019,Used,30677.0,North Coast Mitsubishi Bedford,19149.0
24101,Chevrolet,Bolt,2023,New,0.0,Jim Price Chevrolet,36390.0
24102,Toyota,4Runner,2023,Used,4493.0,Gandrud Nissan,49395.0
24103,Cadillac,CT4-V,2023,New,0.0,Central Cadillac,75360.0
24104,Cadillac,CT4-V,2023,New,0.0,Central Cadillac,73533.0
24105,GMC,Acadia,2020,Certified,27912.0,Lunghamer Buick-GMC Inc.,29995.0
24106,Chevrolet,Colorado,2015,Used,136075.0,Lunghamer Buick-GMC Inc.,18595.0
24107,Mercedes,4MATIC,2017,Used,16000.0,Mercedes-Benz Of Bloomfield Hills,87000.0
24108,RAM,1500,2023,New,0.0,Golling Chrysler Dodge Jeep RAM,50720.0
24109,Land Rover,Range Rover,2020,Used,41628.0,Golling Chrysler Dodge Jeep RAM,33405.0
24110,Honda,CR-V,2021,Certified,22981.0,Page Honda of Bloomfield,31000.0
24111,Kia,Telluride,2021,Certified,47791.0,Cornerstone Kia,39924.0
24112,Ford,Transit,2015,Used,141867.0,Cornerstone Kia,11750.0
24113,Mazda,CX-30,2023,New,0.0,Bergstrom Mazda of Green Bay,26462.0
24114,Mazda,CX-30,2023,New,0.0,Bergstrom Mazda of Green Bay,32235.0
24115,Mazda,CX-9,2024,New,0.0,Bergstrom Mazda of Green Bay,57790.0
24117,Mazda,CX-30,2023,New,0.0,Bergstrom Mazda of Green Bay,26633.0
24118,Ford,F-150,2022,Used,19455.0,Cornerstone Ford Chrysler,47199.0
24119,Ford,Mustang,2020,Used,61460.0,Cornerstone Ford Chrysler,22499.0
24120,Toyota,Highlander,2021,Certified,22402.0,Suburban Toyota of Troy,37268.0
24121,Toyota,Camry,2018,Used,101687.0,Suburban Toyota of Troy,19191.0
24122,Toyota,Prius,2021,Certified,42414.0,Suburban Toyota of Troy,23513.0
24123,Toyota,RAV4,2021,Certified,47932.0,Suburban Toyota of Troy,25289.0
24124,Ford,Flex,2015,Used,146173.0,Eagle Auto,12495.0
24125,Subaru,Impreza,2024,New,0.0,Suburban Subaru of Troy,32083.0
24126,BMW,X1,2021,Used,25002.0,Suburban Hyundai of Troy,29400.0
24127,Hyundai,Tucson,2023,New,0.0,Suburban Hyundai of Troy,46335.0
24128,Hyundai,Santa Fe,2023,New,0.0,Suburban Hyundai of Troy,49760.0
24129,Chevrolet,Tahoe,2023,New,0.0,Morrie's Forest Lake Chevrolet,85520.0
24130,Acura,TLX,2015,Used,92665.0,Land Rover South Hills,16988.0
24131,Land Rover,Defender,2023,New,0.0,Land Rover South Hills,94655.0
24132,Mercedes,E-Class,2014,Used,101967.0,Land Rover South Hills,14988.0
24133,Volkswagen,Tiguan,2023,New,0.0,Suburban Imports of Troy,26950.0
24134,Chevrolet,Corvette,2004,Used,51816.0,Joe Lunghamer Chevrolet,20900.0
24136,Maserati,GranTurismo,2024,New,0.0,Suburban Exotic Motorcars,191515.0
24137,McLaren,GT,2023,New,0.0,Suburban Exotic Motorcars,227750.0
24138,Bentley,Continental,2023,New,0.0,Suburban Exotic Motorcars,298850.0
24139,Chevrolet,Silverado,2024,New,0.0,Cornerstone Chevrolet,77700.0
24142,GMC,Sierra,2023,New,0.0,Whitaker Buick GMC,75949.0
